community_name,room_area,room_decoration,room_direction,room_floor,room_location,room_type,room_year,title,unti_price

瑞鑫兰庭,123,平层/精装,南 北,低楼层/共11层,秦淮,3室2厅,2005年建/板塔结合,房龄新 三房两厅户型好，银城物业 采光好,42263

月苑二村,79,平层/简装,南 北,高楼层/共6层,玄武,3室1厅,1996年建/板楼,两卧朝南，一卧朝北，南北通透，满五,24856

旭日景城,80,平层/精装,南 北,中楼层/共6层,鼓楼,2室2厅,2006年建/板塔结合,旭日大两房 精装修 采光好 总价低 交通便利 配套成熟,31827

雨花新村二村,69,平层/简装,南,中楼层/共7层,雨花台,2室1厅,1983年建/板楼,雨花新村二村 楼层好 双卧朝南 交通便利,24867

银通公寓,73,平层/简装,西南 北,低楼层/共7层,秦淮,2室1厅,1996年建/板塔结合,银通公寓 满五唯一 简装两房 3米净层高,32770

春江新城沁顺坊,97,跃层/精装,南,高楼层/共6层,雨花台,3室2厅,2005年建/板楼,交通便利 南北通透 双卧朝南 天隆寺 软件大道,24707

晓庄47号小区,69,平层/其他,东南 北,中楼层/共6层,栖霞,2室1厅,1995年建/板楼,晓庄 和燕路 行知园内 4楼两房 全明东边户 满五年,24610

宇园,69,平层/精装,东南,中楼层/共6层,建邺,2室1厅,1993年建/板楼,满五年唯一，婚装房，家具家电全送。有车位。东边户。,30286

亚东城西区,76,平层/精装,南 西,低楼层/共11层,栖霞,2室2厅,2009年建/塔楼,山水名筑 两房 装修 无增值税 小区环境好,35668

天悦花园,64,精装,南,高楼层/共6层,栖霞,2室1厅,2003年建/板楼,天悦花园精装两房，交通便利，业主诚心出售,28757

江雁依山郡,126,精装,南 北,低楼层/共6层,鼓楼,3室2厅,2010年建/板楼,五塘 江雁依山郡 精装大三房 交通便利 楼层好,33054

天泰青城苑,71,平层/其他,南,中楼层/共27层,江宁,2室2厅,2012年建/板楼,开发商装修 满二 房龄新 业主诚心出售,29568

百家湖国际花园,103,平层/其他,东北,低楼层/共31层,江宁,2室2厅,2009年建/塔楼,百家湖湖景 电梯房 精装业主自住 采光无遮挡 看房方便,23106

融侨世家,91,平层/精装,南 北,低楼层/共18层,江宁,3室1厅,2011年建/板楼,满两年 南北通透 户型方正  拎包入住  无抵押 无户口,27087

武夷绿洲观竹苑,89,平层/精装,东 南,高楼层/共16层,江宁,2室2厅,2007年建/板楼,带电梯 两卧朝南 采光充足 拎包入住,27604

融侨世家,105,平层/精装,南 北,中楼层/共18层,江宁,3室2厅,2011年建/板楼,满五年 精装修 南北通透  小区新 环境好 楼层好,27421

亚都天元居,112,平层/其他,南,高楼层/共17层,江宁,3室2厅,2007年建/板楼,亚都天元居三房 楼层好 采光无遮挡 交通便利,27574

凯祥花苑,93,平层/其他,南 北,高楼层/共10层,秦淮,3室2厅,2006年建/板楼,苜蓿园地铁100米 中山陵风景区 电梯房 含产权车位,48679

武夷花园,183,跃层/精装,南 北,高楼层/共6层,江宁,3室2厅,2002年建/板楼,房子满五年，三卧朝南，客厅朝南，视野开阔,23662

棉鞋营小区,99,平层/其他,南 北,中楼层/共7层,秦淮,3室2厅,1997年建/板楼,房改房 常府街地铁 4楼3房  环境好 边户双南 生活便利,35095

新天地花园,80,简装,南 北,中楼层/共7层,秦淮,3室1厅,1999年建/板楼,商品房小区2000年房龄中间楼层看房方便居家装修全明,30576

杜鹃园,78,平层/其他,南 北,高楼层/共27层,栖霞,2室1厅,2013年建/板楼,楼层好 采光无影响 业主诚心出售 满两年 拎包入住,20495

丹佛小镇,89,平层/其他,南,中楼层/共11层,江宁,3室2厅,2008年建/板楼,房子满五，户型方正，居家装修，楼层好,27253

丹佛小镇,73,其他,南,中楼层/共11层,江宁,2室2厅,2009年建/板楼,丹佛小镇 温馨两房 满五唯一 业主诚售,26259

湖滨公寓,116,平层/精装,南 西 北,低楼层/共6层,江宁,3室2厅,2000年建/板楼,南北通透，出行方便，配套成熟，诚心出售，动静分离,24795

东郊小镇第八街区,47,跃层/其他,南,中楼层/共9层,江宁,2室1厅,2013年建/板塔结合,满2年 精装2房 采光好 东南向 房龄新,27191

天润城第八街区,82,平层/精装,南 北,低楼层/共11层,浦口,2室2厅,2008年建/板塔结合,满五年无个税 精装 业主入住才半年 南北通透 卖房换房,22169

爱涛翠湖花园,143,平层/毛坯,南,低楼层/共9层,江宁,3室2厅,2009年建/板楼,满两年 采光好 离高速远 小区自带车位 毛坯,22981

仁恒翠竹园,141,平层/毛坯,南 北,中楼层/共10层,雨花台,3室2厅,2008年建/板楼,三期中间楼层三房，房龄新，采光好,37810

万科金色里程,72,跃层/精装,南 北,中楼层/共8层,雨花台,2室1厅,2010年建/板塔结合,精装复式 万科物业 小区环境好 中高楼层 采光好,31415

21世纪现代城,94,精装,南,中楼层/共6层,江宁,2室2厅,2007年建/板塔结合,此房满五年 免增值税 精装修 保养的很好  采光好,28037

御水湾花园,99,平层/精装,南 北,中楼层/共6层,秦淮,3室2厅,2005年建/板楼,小区户型方正的小三房 双南 前无遮挡采光好 3楼边户,36978

燕归园,50,简装,南 北,高楼层/共7层,鼓楼,2室1厅,2000年建/板楼,燕归园小区 居家两房 交通便利 视野好,24809

清江公寓,81,平层/精装,南 北,中楼层/共6层,鼓楼,2室2厅,2002年建/板楼,银城汇文 精装边户 好楼层 南北通透 不临街 采光不挡,63781

石门坎2号,63,平层/简装,南 北,低楼层/共7层,秦淮,2室1厅,1999年建/板塔结合,出新小区 低楼层 带院子 使用率高,29052

南大和园,129,毛坯,南 北,低楼层/共6层,栖霞,3室2厅,2010年建/板楼,户型方正 南北通透   采光充足,33602

教工新村,78,简装,南 北,低楼层/共7层,鼓楼,2室1厅,1997年建/板楼,满五年 南北通透 采光不挡 视野开阔 小区有环境有物业,36831

弘阳旭日上城一区,110,平层/其他,南 北,低楼层/共11层,浦口,3室2厅,2007年建/塔楼,满五年 不临街  简装  配套成熟,23052

洪武路111号,74,平层/其他,南 北,高楼层/共6层,秦淮,3室1厅,1985年建/板塔结合,新街口常府街 游府西街 火小三初钟英居家装修,38016

天润城第十二街区,74,平层/精装,东 南,高楼层/共18层,浦口,2室1厅,2012年建/板塔结合,十二街区方正两房 满两年 采光充足,23646

晓庄村42号,114,平层/简装,南,高楼层/共6层,栖霞,3室2厅,2000年建/板楼,晓庄 大三房 户型好 采光充足,21411

名湖雅居,138,平层/精装,南 北,低楼层/共23层,建邺,3室2厅,2005年建/板塔结合,名湖雅居电梯7楼两房 坐拥莫愁湖景观 满五年 精装修,43466

威尼斯水城第二街区,109,平层/精装,南 北,低楼层/共11层,浦口,3室2厅,2006年建/板楼,威尼斯水城第二街区三房 采光好 户型方正,22368

仙龙湾山庄,130,精装,南 北,高楼层/共6层,栖霞,3室2厅,2010年建/板楼,仙林  精装50万 南北通透 南外陪读,34539

柳叶街,68,平层/简装,南 北,中楼层/共5层,秦淮,3室1厅,1987年建/板楼,双卧朝南 三房 厨卫全明 采光充足 南北通透,30810

怡景花园,65,平层/精装,西南,中楼层/共26层,鼓楼,2室1厅,1995年建/塔楼,永庆巷 五台山 峨嵋岭 拉萨路 精装 中等楼层 可上学,85120

石门坎2号,63,平层/简装,南 北,中楼层/共7层,秦淮,2室1厅,1999年建/板塔结合,满五唯一 好楼层 采光充足 有车棚 配套完善小区环境好,27953

武夷花园,128,平层/简装,南 北,中楼层/共4层,江宁,3室2厅,2002年建/板楼,房屋满五年 交通便捷 采光好居家装修楼层适,26160

花园路70号,62,平层/精装,南 北,高楼层/共6层,玄武,2室1厅,1994年建/板塔结合,长途东站 樱驼山庄 双南精装2房 满五年 交通便利,28917

锦绣花园丹桂园,85,平层/精装,南 北,中楼层/共6层,江宁,2室1厅,2002年建/板楼,十几万精装修保养好 满五年 中高楼层 小区出门方便,21545

未来城,56,跃层/其他,南,高楼层/共9层,玄武,2室1厅,2004年建/板塔结合,珠江路 未来城 满五年 电梯房 有物业,26488

工人新村,63,其他,南 北,高楼层/共7层,鼓楼,2室1厅,1998年建/板楼,两居室，双南户型，业主诚心出售，双南朝向！,27544

天润城第四街区,84,毛坯,南,高楼层/共11层,浦口,2室2厅,2006年建/板楼,天润城第四街区毛坯两房 楼层位置优越 采光充足,20730

阳光聚宝山庄,94,平层/简装,南 北,低楼层/共11层,玄武,2室2厅,2007年建/板楼,阳光聚宝山庄 大两房 环境好 低楼层  拎包住采光好,27569

天地新城天琴座,94,平层/精装,南 北,低楼层/共6层,江宁,2室2厅,2004年建/板塔结合,天地新城 精装修 南北通透 平层 2房,23828

游府新村,66,精装,南 北,高楼层/共8层,秦淮,2室1厅,1993年建/板楼,新街口 游府新村 采光佳 游小本部学籍不占,59751

瑞金新村,43,简装,南 北,中楼层/共5层,秦淮,2室1厅,1979年建/板塔结合,瑞金路 解放路   瑞金新村 边户 中间楼层,39405

富丽山庄,144,平层/其他,南 北,中楼层/共7层,秦淮,4室2厅,1997年建/板楼,月牙湖苜蓿园大街 南北通透 有车位 有14平地下室,26815

诚基名苑,47,跃层/其他,东,高楼层/共12层,江宁,2室1厅,2013年建/塔楼,4.8米挑高  卧室都有窗户  楼层好  诚售 2012年小区,37448

朝天宫西街98号,107,平层/简装,南 北,中楼层/共7层,秦淮,3室1厅,1996年建/板楼,满五年唯一 大三房 不临街 采光好 换房诚售,32969

阳光聚宝山庄,104,平层/精装,南 北,高楼层/共11层,玄武,2室1厅,2007年建/板楼,阳光聚宝山庄 地铁4号线 南北通透 次顶楼 得房率高,31686

百家湖国际花园,130,平层/精装,南 北,中楼层/共31层,江宁,3室2厅,2008年建/塔楼,精装三房 税费少 百家湖湖畔 三号线地铁口,26909

北苑之星花园,108,简装,南 北,低楼层/共11层,玄武,3室1厅,2007年建/板楼,此房满五年，视野好，采光好，不临街，拎包入住,30521

天地花园,52,平层/精装,南 北,高楼层/共6层,秦淮,2室1厅,1996年建/板楼,房子满五年 采光充足 交通便利 配套齐全,28512

东郊小镇第二街区,88,精装,南 北,低楼层/共6层,江宁,3室2厅,2007年建/板塔结合,这个街区在前面，出行方便，很安静，中间楼层,20761

黄埔鑫园,80,平层/精装,南 北,中楼层/共6层,秦淮,2室2厅,2003年建/板塔结合,不临铁道马路   主卧朝南 装修好  满五年,40867

后宰门西村,53,平层/精装,南 北,中楼层/共7层,玄武,2室1厅,1997年建/板楼,明故宫 后宰门 房龄新 中间楼层采光好 业主诚心卖,27612

月光广场,92,简装,东南,中楼层/共32层,鼓楼,2室2厅,2000年建/塔楼,月光C户型 拎包入住 产权清晰 满五年,31345

龙湖文馨苑,112,精装,南 北,中楼层/共11层,江宁,3室2厅,2007年建/板楼,龙湖文馨苑 精装修带地暖 三开间朝南,27922

碧水湾花园,138,平层/精装,南 北,低楼层/共6层,江宁,3室2厅,2002年建/板楼,改善三房 可落户 拎包入住 环境优美,20116

来凤街,58,平层/简装,南 北,高楼层/共7层,秦淮,2室1厅,1991年建/板楼,三山街地铁 南北通透两居室 配套设施齐 交通便利,28802

宁和新寓,97,平层/精装,南 北,中楼层/共7层,鼓楼,3室1厅,2002年建/板塔结合,三牌楼大街 和会街 宁和新寓 中间层三房 南北通透,47369

银城西堤国际一区,97,平层/精装,南,低楼层/共18层,建邺,2室1厅,2006年建/板楼,银城品质次新房 产权清晰无贷款 学籍不占用 可签约,54438

紫金城东区,111,跃层/精装,南 北,高楼层/共7层,秦淮,3室2厅,1998年建/板楼,栖霞建设 电梯已装  精装带阁楼 苜蓿园地铁 东边户,31957

万达江南明珠,84,精装,南 北,高楼层/共5层,秦淮,2室1厅,2003年建/板楼,石杨路2号 万达江南明珠 花园洋房,31526

蓝旗新村,62,平层/精装,南,中楼层/共6层,秦淮,2室1厅,1984年建/板楼,月牙湖畔 御道街 光华门 中间楼层 边户精装修,30567

江南青年城楚襄园,113,平层/简装,南 北,高楼层/共6层,江宁,3室2厅,2005年建/板楼,江南青年城楚襄园精装三房，管理好环境好素质高,21494

澄园,77,跃层/其他,南,高楼层/共6层,建邺,3室2厅,2000年建/板楼,南苑澄园 烟厂福利分房 送40平阁楼 双南户型,35655

四方新村五村,82,平层/简装,南 北,中楼层/共7层,秦淮,3室2厅,2000年建/板塔结合,业主诚心出售 看房提前联系 简单装修,26590

武夷商城,51,平层/精装,北,低楼层/共16层,江宁,1室1厅,2003年建/板楼,双龙大道 武夷商城 精装修 单室套 有电梯,23866

华盛园,53,跃层/简装,南 北,高楼层/共7层,玄武,3室1厅,2000年建/板楼,华盛园 满二年 简单装修 交通便利南北 配套成熟,28154

张王庙68号,76,平层/简装,南,低楼层/共6层,鼓楼,2室1厅,2000年建/板塔结合,小市双南两房 房龄新 一楼架空  不临街 有小区环境,26182

仙居华庭,74,平层/简装,南 北,低楼层/共6层,玄武,3室1厅,2008年建/板楼,简单装修 实用三房 南北通透 生活便利 配套成熟,23874

紫气钟山,63,平层/简装,南 西,高楼层/共6层,玄武,2室2厅,2008年建/塔楼,朝南边户全明户型 楼层好 户型方正 采光充足,33603

宋都美域沁园,123,平层/精装,南,低楼层/共18层,建邺,3室2厅,2006年建/板楼,奥体 沁园 精装三房 南北都有阳台 明基医院,50138

汇景家园景泰苑,67,平层/其他,南 北,中楼层/共11层,秦淮,2室1厅,未知年建/板塔结合,南部新城  无收益金 2010年房龄 电梯两房 环境好,27404

长乐路,57,平层/其他,南 北,中楼层/共6层,秦淮,2室1厅,1988年建/板塔结合,交通方便，采光无遮挡，随时看房，双卧朝南,32230

白鹭花园莺歌苑,84,平层/精装,南 北,中楼层/共7层,建邺,2室2厅,2000年建/板塔结合,白鹭花园，中间楼层，小区安静，南北通透 看房方便,37090

君园,68,复式/精装,南,高楼层/共11层,建邺,2室2厅,未知年建/塔楼,君园 5.2米复式挑高 新装修 双阳台 可看秦淮河,52448

四方新村五村,76,简装,南 北,高楼层/共5层,秦淮,2室1厅,2000年建/板塔结合,光华路 四方新村五村 全明户型 生活便利,25568

盈家春天,88,平层/精装,西南,低楼层/共18层,江宁,3室2厅,2004年建/板楼,盈家春天 小三房 西南朝向 采光好 居家精装修,23624

铂金时代公寓,138,平层/简装,南,中楼层/共23层,建邺,4室1厅,2010年建/板楼,铂金时代公寓房评满五年一套，简装户型好,36776

江岸水城,98,简装,南 北,低楼层/共11层,浦口,3室2厅,2009年建/板楼,小区正中间 南北通透  底层挑高2米 可放电动车,19436

天然居,86,其他,南,低楼层/共6层,玄武,2室2厅,2000年建/板楼,玄武区  低楼层 环境好 边户 阳光好,30135

滨江奥城静思苑,133,平层/简装,南 北,低楼层/共10层,建邺,3室2厅,2006年建/板塔结合,建邺 河西 奥体 滨江奥城静思苑 满五年唯一 南北通透,42061

仲景公寓,109,精装,南 北,高楼层/共6层,江宁,3室2厅,2002年建/板楼,精装三房 户型方正 双卧朝南 带阁楼,26936

华汇康城,83,平层/精装,南 北,中楼层/共6层,江宁,2室2厅,2009年建/板塔结合,满五唯一   精装两房 多层 南北通透  中间楼层,22780

银河湾花园,82,精装,西 北,高楼层/共16层,江宁,2室2厅,2008年建/板塔结合,精装 送阁楼露台 使用率高，配套完善 环境好,22684

樱驼花园永康园,70,平层/简装,南 北,高楼层/共6层,玄武,3室1厅,1992年建/板楼,小区环境好 采光充足 交通便利,25428

中海国际社区一期,95,平层/毛坯,南 北,高楼层/共32层,江宁,3室2厅,2015年建/板塔结合,中海一期 采光充足 楼层好 环境好 视野佳,26385

北晨雅居,87,平层/其他,南 北,低楼层/共11层,江宁,2室2厅,2010年建/板楼,北晨雅居两房，精装修，通燃气，电梯房2010年房龄。,20322

仙鹤里小区,51,平层/其他,南 北,低楼层/共7层,秦淮,2室1厅,1992年建/板楼,三山街 来凤 一楼带院子 装修好,33942

天元吉第城,49,跃层/其他,南 北,中楼层/共5层,江宁,2室2厅,2006年建/板楼,此房房本满五年，居家装修，5.2米挑高，北面带窗户,36349

翠屏东南,197,平层/其他,南 北,中楼层/共11层,江宁,5室2厅,2005年建/板楼,翠屏东南 大平层  中高楼层    带电梯 户型通透,21765

武定新村,65,平层/简装,南 北,低楼层/共6层,秦淮,2室1厅,1992年建/板楼,秦虹 大明路 低楼层 南北通透 交通便利 配套齐全,27323

观城,79,平层/其他,南,低楼层/共31层,秦淮,2室1厅,2009年建/塔楼,观城 张府园地铁 三初钟英 新小区有物管 有产权车位,40106

玉兰小区,63,平层/简装,南 北,高楼层/共6层,雨花台,2室1厅,1998年建/板楼,宁南低总价两房  楼层好  采光充足,33821

汇景家园汇祥苑,57,平层/其他,南 北,高楼层/共6层,秦淮,2室1厅,2010年建/板楼,无土地收益金，一南一北户型，一梯两户，楼龄新2008年,29474

天地新城天一座,83,平层/其他,南 北,中楼层/共11层,江宁,2室2厅,2006年建/板塔结合,金盛路 天地新城 电梯中间楼层 总价低 交通便利,25825

百水家园,62,平层/其他,南 北,高楼层/共6层,栖霞,2室2厅,2004年建/板楼,商品房 交通方便 南北通透 采光充足 业主诚心出售,24611

亚东城西区,95,平层/其他,南 北,高楼层/共11层,栖霞,2室2厅,2009年建/板楼,南北通透 视野好采光佳 环境好,34360

翠屏湾花园城,72,平层/简装,南 北,高楼层/共6层,江宁,2室2厅,2005年建/板楼,小区中间位置 小区环境优美得房率高  视野开阔,24897

南方花园B组团,69,平层/其他,东 南 北,高楼层/共7层,江宁,2室1厅,2002年建/板楼,南方花园，一梯两户，银城物业，南北通透,27492

光华园,50,平层/其他,南,中楼层/共4层,秦淮,2室1厅,1984年建/板楼,总价低 采光无遮挡 交通便利 设施完善,25501

洪公祠小区,76,平层/其他,南 北,中楼层/共7层,秦淮,3室1厅,1985年建/板楼,新街口地铁全明三房通风采光好诚心出售,32487

颐和南园,197,跃层/其他,南 北,双拼/共1层,江宁,4室2厅,2007年建/暂无数据,联排东边户  高档小区  交通便利,34511

左邻右里,81,平层/其他,南,中楼层/共18层,江宁,2室2厅,2010年建/板楼,左邻右里  南京南站 视野开阔 户型方正 秦淮情怀,31700

天润城第十四街区,69,平层/精装,南,高楼层/共18层,浦口,2室1厅,2012年建/板楼,户型方正 精装修 小区房龄新 生活方便,23707

南京恒大绿洲,89,平层/精装,南,低楼层/共11层,江宁,2室1厅,2009年建/板楼,恒大绿洲 经典两房 二十多万婚装 视野开阔 带露台,29148

裕顺雅苑,123,平层/精装,东 南 北,中楼层/共15层,鼓楼,3室2厅,2003年建/板塔结合,龙江电梯大三房 三房朝南 精装修 诚心卖房 户型方正,41336

凤鸣苑,41,平层/其他,南 北,高楼层/共7层,建邺,1室1厅,1998年建/板塔结合,凤鸣苑 不临街 居家装修 业主诚售,29342

晔园,64,平层/简装,南 北,低楼层/共7层,建邺,2室1厅,1998年建/板楼,晔园一楼养老好房 南北通透 集庆门大街 生活方便,29092

康润园,51,平层/精装,南 北,高楼层/共6层,雨花台,2室1厅,2003年建/板楼,满五年 小两房 安德门 小行 地铁站 有装修 配套完善,29883

科巷新寓,71,平层/简装,东 北,低楼层/共35层,秦淮,2室1厅,1998年建/板楼,大行宫 五老村本部 科巷新寓  生活配套齐全,31646

北门桥小区,55,精装,南,高楼层/共30层,玄武,1室1厅,1998年建/塔楼,九中施教房，户型方正，采光好，视野好,30478

中海国际社区一期,98,毛坯,南 北,低楼层/共32层,江宁,3室2厅,2015年建/板楼,品牌房企，带大露台，业主诚心出售，次新房。,24488

天地新城天柱座,48,平层/其他,西,中楼层/共18层,江宁,1室1厅,2006年建/板塔结合,看房方便  湖景房 视野开阔  客卧分离,24104

东郊小镇第三街区,110,平层/其他,南 北,低楼层/共6层,江宁,3室2厅,2008年建/板塔结合,马群东 东郊小镇南北通透3房 双卫,20440

白下路,54,平层/其他,南,中楼层/共7层,秦淮,1室1厅,1994年建/板楼,张府园白下路 南北 中间楼层 火瓦巷 钟英,40015

虹苑新寓四村,104,平层/精装,南 北,中楼层/共7层,建邺,4室2厅,1998年建/板楼,应天大街 新城施教区 虹苑新寓 满五年省税 大四房边户,31095

土壤研究所,88,精装,南 北,低楼层/共2层,玄武,3室1厅,1960年建/板楼,南北通透 精装修 低楼层 可停车 带25平阁楼 无个税,64833

左邻右里,115,简装,南 北,高楼层/共6层,江宁,3室2厅,2010年建/板楼,左邻右里 楼层好 小区环境不错 采光不错 交通便利,29450

建康新村,106,精装,南 北,高楼层/共7层,秦淮,3室2厅,1995年建/板楼,夫子庙地铁 双南一北大三房 双阳台 精装修 满五唯一,28117

江南青年城绯云苑,131,简装,南 北,低楼层/共6层,江宁,3室2厅,2005年建/板楼,满五唯一，税费少，小区环境优美，大户型三室，宽敞。,19955

万达江南明珠,129,精装,南 北,高楼层/共5层,秦淮,4室2厅,2003年建/板楼,石杨路 湿地公园 万达江南明珠 顶楼带大露台,32276

雯锦雅苑,111,平层/精装,南 北,高楼层/共18层,玄武,3室2厅,2005年建/板塔结合,精装修三房 视野好  使用空间大,28757

湖东音乐苑,104,错层/精装,南 北,低楼层/共6层,江宁,3室2厅,2003年建/板楼,满五年税费低，百小百中施教区，南北通透，居家装修。,29260

滨江奥城听雨苑,107,平层/精装,南 北,高楼层/共5层,建邺,2室2厅,2005年建/板楼,河西奥体 滨江奥城听雨苑 南北通透 居家装修,38293

天润城第六街区,131,平层/毛坯,南 北,高楼层/共6层,浦口,3室2厅,2006年建/板楼,满五唯一 配套成熟 交通便利 户型方正 毛坯,17858

七里街68巷,71,平层/简装,南 北,中楼层/共7层,秦淮,3室1厅,1987年建/板塔结合,龙蟠中路 地铁 公园 简装三房 楼层好 采光充足,28576

蔡家花园,118,平层/精装,南 北,中楼层/共7层,秦淮,3室2厅,1998年建/板楼,游小本部 钟英 98年商品房 一梯一户 全明 诚心出售,55909

虹苑新寓三村,63,平层/精装,南 北,高楼层/共6层,建邺,2室1厅,1996年建/板楼,满五年唯一省税  精装修可拎包  双南房型  小区中间,31029

明龙雅居,99,平层/简装,南,高楼层/共34层,秦淮,2室2厅,2009年建/板塔结合,大光路 满五年唯一 瑞金路 采光视野好 双南户型 诚售,42835

东宝花园,117,平层/精装,南 北,高楼层/共6层,鼓楼,3室2厅,2000年建/板楼,银城汇文 满五年唯一 精装 学籍不占 楼层好,51999

积善新寓睦和园,95,平层/简装,南 北,中楼层/共7层,建邺,3室1厅,2003年建/板塔结合,万达商圈，配套完善，三卧朝南楼层佳采光好,36684

万裕龙庭水岸,78,平层/其他,南,中楼层/共20层,江宁,2室2厅,2017年建/板楼,江宁大学城商圈，精装修，小区环境优美。,26571

南方花园枫彩园,83,平层/其他,南 北,中楼层/共6层,江宁,2室1厅,2006年建/板楼,南方花园 银城物业  南北通透两房,27888

天地新城天琴座,125,其他,南 北,低楼层/共6层,江宁,3室2厅,2004年建/板塔结合,天地新城 三房2卫 南北通透 户型方正 居家装修 采光好,22103

合家春天,64,平层/简装,南,中楼层/共6层,江宁,2室1厅,2009年建/板塔结合,九龙湖合家春天 经典双卧朝南户型 满两年 居家自住,28285

明月港湾翠堤湾,100,平层/精装,南 北,中楼层/共6层,江宁,3室2厅,2004年建/板楼,明月港湾 精装小三房 中间楼层 户型好 业主诚心出售,27095

中海万锦熙岸一期,90,其他,南 北,高楼层/共25层,浦口,2室2厅,2014年建/板楼,中海物业 大两房房 业主诚心卖 采光好 中间楼层,25122

延龄巷,88,平层/简装,南 北,高楼层/共9层,秦淮,2室1厅,1998年建/板塔结合,满五年 95年电梯房 单价低 全明 南北通透交通方便,37251

蓝岸尚城,48,跃层/其他,南,高楼层/共12层,雨花台,2室1厅,2008年建/板塔结合,蓝岸尚城 2室1厅 180万,36856

明月港湾彩云湾,78,平层/其他,南 北,低楼层/共6层,江宁,2室1厅,2002年建/板楼,岔路口 明月港湾 低楼层 送个小阳光房,27697

翠岛花城竹韵苑,112,平层/其他,南 北,高楼层/共9层,雨花台,3室2厅,2004年建/板塔结合,翠岛花城竹韵苑精装修 南站花神庙旁交通便利 出行方便,39865

天元吉第城,49,跃层/其他,南 北,中楼层/共5层,江宁,2室2厅,2006年建/板楼,此房房本满五年，居家装修，5.2米挑高，北面带窗户,36349

武定新村,65,平层/简装,南 北,低楼层/共6层,秦淮,2室1厅,1992年建/板楼,秦虹 大明路 低楼层 南北通透 交通便利 配套齐全,27323

翠屏东南,197,平层/其他,南 北,中楼层/共11层,江宁,5室2厅,2005年建/板楼,翠屏东南 大平层  中高楼层    带电梯 户型通透,21765

仙鹤里小区,51,平层/其他,南 北,低楼层/共7层,秦淮,2室1厅,1992年建/板楼,三山街 来凤 一楼带院子 装修好,33942

燕江园小区,54,平层/简装,南 北,中楼层/共6层,鼓楼,2室1厅,1998年建/板楼,燕江园小区 居家两房 交通便利 楼层好,25336

诚品城,90,平层/其他,南 北,高楼层/共6层,栖霞,3室2厅,2009年建/板楼,三室两厅 配套好 采光充足 精装修,25860

白鹭花园莺歌苑,63,简装,东 西,中楼层/共7层,建邺,2室1厅,2000年建/板塔结合,此房满五年  东西走向 楼层好  光线好,33323

铁匠营,49,平层/简装,南 北,高楼层/共5层,玄武,2室1厅,1998年建/塔楼,铁匠营、满五唯一、近地铁、有储物间具体待量,29915

诚基名苑,47,跃层/其他,东,高楼层/共12层,江宁,2室1厅,2013年建/塔楼,4.8米挑高  卧室都有窗户  楼层好  诚售 2012年小区,37448

天润城第十二街区,74,平层/精装,东 南,高楼层/共18层,浦口,2室1厅,2012年建/板塔结合,十二街区方正两房 满两年 采光充足,23646

西瓜圃桥,47,精装,南 北,中楼层/共5层,鼓楼,2室1厅,1984年建/板楼,五十中  楼层好  精装修  三牌楼大街,27079

天润城第十二街区,88,平层/简装,南 北,高楼层/共18层,浦口,2室2厅,2012年建/板塔结合,满两年 楼层好 视野佳 户型方正 南北通透,23623

莫愁花园海棠里,77,平层/其他,南 北,高楼层/共6层,鼓楼,2室1厅,1993年建/板塔结合,满五年免增值税 近地铁 交通便利,29127

娃娃桥,51,平层/简装,东 西,中楼层/共6层,秦淮,2室1厅,1986年建/板楼,全明户型  生活便利  楼层好 小两房,51060

水西门大街,72,平层/精装,南 北,高楼层/共6层,建邺,3室1厅,1996年建/板楼,水西门大街 莫愁湖公园景观房 交通方便 生活方便,29721

长发东村,100,平层/简装,南 北,高楼层/共7层,秦淮,3室1厅,1996年建/板楼,瑞金北村* 房龄新 长发东村 使用面积大,34695

南台巷东,71,平层/简装,南 北,中楼层/共5层,秦淮,3室0厅,1996年建/板塔结合,新街口 丰富路 南台巷 石鼓路 南北通透,30860

康福村,44,平层/精装,南,高楼层/共5层,建邺,2室1厅,1986年建/板楼,此房户型方正房型好 楼层适中居家装修 采光好南北户型,31441

来凤里,80,平层/精装,南 北,中楼层/共8层,秦淮,2室2厅,1997年建/板楼,秦淮夫子庙 三山街 来凤里 精装大两房 诚心急售,32187

丹佛小镇,72,平层/精装,南 北,低楼层/共11层,江宁,2室2厅,2009年建/板楼,满五唯一 税费低 南北通透 南面无高楼遮挡 品牌厨卫,26019

瀛洲湾,96,平层/其他,南 北,中楼层/共11层,江宁,2室2厅,2006年建/板塔结合,岔路口 瀛洲湾 南北通透 拎包即住 大两房,23331

鑫都公寓,90,精装,南 北,高楼层/共6层,江宁,3室2厅,2002年建/板楼,户型方正，百小百中施教区，满五唯一，居家装修。,25420

宏普捷座,47,其他,南,中楼层/共20层,建邺,3室1厅,2009年建/板塔结合,精装两房 朝南 银城物业 挑高 河西奥体,55849

月苑四村,68,简装,南,中楼层/共7层,玄武,2室1厅,2000年建/板楼,玄武区 迈皋桥 商品房小区 不临街 婚装 拎包住,28530

